Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
setText,Firefox 61.0,,2018-08-28 16:52:16,2018-08-28 16:52:16,0.048s,PASSED
selectOptionByValue,Firefox 61.0,,2018-08-28 16:52:16,2018-08-28 16:52:19,2.205s,PASSED
click,Firefox 61.0,,2018-08-28 16:52:19,2018-08-28 16:52:19,0.271s,PASSED
waitForElementPresent,Firefox 61.0,,2018-08-28 16:52:19,2018-08-28 16:52:19,0.008s,PASSED
Statement - text = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Page_Sign in or Register  edX/li_Enter a password with at le)),Firefox 61.0,,2018-08-28 16:52:19,2018-08-28 16:52:19,0.021s,PASSED
verifyTextPresent,Firefox 61.0,,2018-08-28 16:52:19,2018-08-28 16:52:19,0.431s,PASSED
closeBrowser,Firefox 61.0,,2018-08-28 16:52:19,2018-08-28 16:52:20,0.205s,PASSED
,,,,,,
Test Cases/case2,Firefox 61.0,,2018-08-28 16:52:20,2018-08-28 16:52:28,8.589s,FAILED
openBrowser,Firefox 61.0,,2018-08-28 16:52:20,2018-08-28 16:52:22,2.254s,PASSED
navigateToUrl,Firefox 61.0,,2018-08-28 16:52:22,2018-08-28 16:52:25,3.128s,PASSED
setText,Firefox 61.0,,2018-08-28 16:52:25,2018-08-28 16:52:25,0.074s,PASSED
setText,Firefox 61.0,,2018-08-28 16:52:25,2018-08-28 16:52:25,0.071s,PASSED
setText,Firefox 61.0,,2018-08-28 16:52:25,2018-08-28 16:52:25,0.062s,PASSED
setText,Firefox 61.0,,2018-08-28 16:52:25,2018-08-28 16:52:25,0.057s,PASSED
selectOptionByValue,Firefox 61.0,,2018-08-28 16:52:25,2018-08-28 16:52:27,2.146s,PASSED
click,Firefox 61.0,,2018-08-28 16:52:27,2018-08-28 16:52:28,0.266s,PASSED
waitForElementPresent,Firefox 61.0,,2018-08-28 16:52:28,2018-08-28 16:52:28,0.009s,PASSED
Statement - text = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Page_Sign in or Register  edX/li_Enter a password with at le)),Firefox 61.0,,2018-08-28 16:52:28,2018-08-28 16:52:28,0.023s,PASSED
verifyTextPresent,Firefox 61.0,,2018-08-28 16:52:28,2018-08-28 16:52:28,0.484s,FAILED
